"filename", "language", "JSON with Comments", "JSON", "JavaScript", "PostCSS", "Markdown", "Properties", "HTML", "XML", "SCSS", "JavaScript JSX", "comment", "blank", "total"
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\digitalTwin\css\optimiseAnalysis.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 4, 50
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\digitalTwin\css\optimiseOverview.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 1, 68
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\digitalTwin\css\rightside.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 1, 13
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\digitalTwin\css\scrollAlert.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 4, 95
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\digitalTwin\css\signalJunction.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 5, 101
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\digitalTwin\css\specialTarget.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 1, 9
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\digitalTwin\css\trafficVolume.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 1, 2, 48
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\digitalTwin\css\violationStatistic.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 1, 9
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\digitalTwin\css\wholeIndex.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 1, 1, 27
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\digitalTwin\jamIndex\JamIndex.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 7, 6, 56
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\digitalTwin\operationAnalysis\OperationAnalysis.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 6, 13, 151
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\digitalTwin\scrollAlert\ScrollAlert.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 9, 18, 102
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\digitalTwin\signalJunction\SignalJunction.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 5, 11, 65
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\digitalTwin\signalRoad\SignalRoad.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 3, 9, 59
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\digitalTwin\specialTarget\SpecialTarget.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 11, 103
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\digitalTwin\violationStatistic\ViolationStatistic.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 12, 91
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\digitalTwin\weather\Weather.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 6, 21
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\digitalTwin\wholeIndex\WholeIndex.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 242, 4, 11, 257
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\highway\Guage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 4, 18
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\highway\LeftSide.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 7, 1, 32
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\highway\OperationDetect.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 2, 18
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\highway\RightSide.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 3, 1, 20
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\highway\TotalTrafficVolume.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 9, 3, 38
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\highway\TrafficInfo-Guage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 396, 13, 14, 423
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\highway\TrafficSpeed.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 0, 8, 135
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\highway\css\functionIcons.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 4, 38
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\highway\css\guage.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 2, 1, 45
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\highway\css\leftside.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 2, 1, 38
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\highway\css\operationDetect.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 2, 46
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\highway\css\rightside.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 1, 11
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\highway\css\scrollAlert.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 4, 90
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\highway\css\totalTrafficVolume.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 17, 2, 81
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\highway\css\trafficInfoGuage.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 1, 47
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\highway\css\trafficSpeed.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 1, 10
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\highway\css\weather.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 3, 48
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\highway\functionIcons\FunctionIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 3, 50
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\highway\scrollAlert\ScrollAlert.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 5, 14, 132
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\highway\weather\Weather.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 6, 21
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\homeview\LeftSide.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 1, 3, 17
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\homeview\Map\Map.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 260, 45, 29, 334
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\homeview\RightSide.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 1, 1, 15
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\homeview\TrafficCompare.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 9, 9, 134
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\homeview\TrafficInfo3Guage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 442, 13, 14, 469
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\homeview\TrafficRank\TrafficRank.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 23, 10, 79
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\homeview\TrafficSummary.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 2, 7, 24
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\homeview\css\leftSide.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\homeview\css\map.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 1, 10
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\homeview\css\rightSide.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\homeview\css\trafficCompare.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 1, 21
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\homeview\css\trafficInfo3Guage.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 1, 47
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\homeview\css\trafficRank.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 3, 59
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\layout\homeview\css\trafficSummary.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 1, 4, 56
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\Overview\Overview.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 5, 38
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\Overview\index.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 1, 10, 95
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\TopViolation\TopViolation.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 6, 39
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\TopViolation\index.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 6, 58
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\TrafficJam\TrafficJam.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 1, 9, 124
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\TrafficJam\index.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 1, 47
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\TrafficRank\TrafficRank.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 27, 10, 79
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\TrafficRank\index.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 2, 59
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\bottom\AverageDelay\AverageDelay.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 4, 8, 121
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\bottom\AverageDelay\index.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 1, 21
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\bottom\Overview\Overview.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 8, 54
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\bottom\Overview\index.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 1, 10, 95
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\bottom\TopViolation\TopViolation.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 6, 39
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\bottom\TopViolation\index.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 6, 58
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\bottom\TrafficJam\TrafficJam.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 1, 9, 124
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\bottom\TrafficJam\index.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 1, 47
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\bottom\TrafficRank\TrafficRank.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 27, 10, 79
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\bottom\TrafficRank\index.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 2, 59
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\sidebar-left\Bottom\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 1, 9, 62
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\sidebar-left\Bottom\style.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 4, 97
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\sidebar-left\Top\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 2, 35
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\sidebar-left\Top\style.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 3, 42
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\sidebar-left\TrafficFlow\TrafficFlow.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 3, 47
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\sidebar-left\TrafficFlow\index.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 2, 3, 60
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\sidebar-right\Bottom\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 15, 9, 124
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\sidebar-right\Bottom\style.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 2, 28
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\sidebar-right\FunctionIcons\FunctionIcons.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 2, 46
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\sidebar-right\FunctionIcons\index.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 4, 32
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\sidebar-right\Top\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 25, 17, 137
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\sidebar-right\Top\style.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 3, 78
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\sidebar-right\ViolationOverview\ViolationOverview.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 1, 24, 162
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\container\plan-view\sidebar-right\ViolationOverview\index.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 161, 0, 2, 12, 175
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\highway.js", "JavaScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\home.js", "JavaScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\FlowAnalysis\FlowAnalysis.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 3, 5, 135
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\FlowAnalysis\index.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 1, 2, 25
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\FlowRuntime\FLowRuntime.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 5, 58
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\FlowRuntime\index.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 2, 9, 77
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\FlowTrend\FlowTrend.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 5, 11, 73
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\FlowTrend\index.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 1, 4, 77
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\FunctionBar\FunctionBar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 4, 37
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\FunctionBar\index.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 2, 28
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\Icons\Icons.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\Icons\index.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\JunctionOptResult\JunctionOptResult.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 145, 4, 7, 156
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\JunctionOptResult\index.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 1, 2, 33
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\JunctionOptstrategy\JunctionOptstrategy.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 3, 7, 71
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\JunctionOptstrategy\index.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 2, 1, 61
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\JunctionTimeprogress\JunctionTimeprogress.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 465, 20, 42, 527
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\JunctionTimeprogress\index.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 1, 8, 89
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\OptGraph\OptGraph.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 8, 10, 132
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\OptGraph\index.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 6, 6, 69
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\OptText\OptText.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 9, 12, 147
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\OptText\index.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 1, 5, 96
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\RightTopBtn\RightTopBtn.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 2, 3, 96
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\RightTopBtn\index.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 5, 9, 116
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\TotalTrafficMonitor\TotalTrafficMonitor.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 328, 10, 15, 353
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\TotalTrafficMonitor\index.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 1, 1, 27
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\TrafficCongestionData\TrafficCongestionData.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 3, 7, 98
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\TrafficCongestionData\index.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 6, 93
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\TrafficCongestionMonitor\TrafficCongestionMonitor.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 1, 5, 53
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\TrafficCongestionMonitor\index.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 1, 3, 56
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\TrafficLive\TrafficLive.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 1, 4, 42
"c:\Users\a603\work\intelligent_traffic\frontend\src\components\rights\TrafficLive\index.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 2, 5, 32
"c:\Users\a603\work\intelligent_traffic\frontend\src\css\FirstHeader.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 3, 46
"c:\Users\a603\work\intelligent_traffic\frontend\src\css\centre.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 1, 1, 18
"c:\Users\a603\work\intelligent_traffic\frontend\src\css\common.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 208, 0, 20, 14, 242
"c:\Users\a603\work\intelligent_traffic\frontend\src\css\header.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 5, 2, 53
"c:\Users\a603\work\intelligent_traffic\frontend\src\css\highway.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 8, 3, 54
"c:\Users\a603\work\intelligent_traffic\frontend\src\css\home.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 8, 2, 52
"c:\Users\a603\work\intelligent_traffic\frontend\src\css\index.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 44, 3, 97
"c:\Users\a603\work\intelligent_traffic\frontend\src\css\junction.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 3, 2, 44
"c:\Users\a603\work\intelligent_traffic\frontend\src\css\nav.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 2, 6, 49
"c:\Users\a603\work\intelligent_traffic\frontend\src\css\plan-0126.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 18, 4, 67
"c:\Users\a603\work\intelligent_traffic\frontend\src\css\plan.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 3, 4, 54
"c:\Users\a603\work\intelligent_traffic\frontend\src\css\reset.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 129, 0, 5, 1, 135
"c:\Users\a603\work\intelligent_traffic\frontend\src\index.js", "JavaScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"c:\Users\a603\work\intelligent_traffic\frontend\src\lightControl.js", "JavaScript", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 12, 4, 84
"c:\Users\a603\work\intelligent_traffic\frontend\src\main.js", "JavaScript", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 5, 3, 65
"c:\Users\a603\work\intelligent_traffic\frontend\src\pages\CruiserPage\CruiserPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 2, 27
"c:\Users\a603\work\intelligent_traffic\frontend\src\pages\CruiserPage\index.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 9, 1, 55
"c:\Users\a603\work\intelligent_traffic\frontend\src\pages\DigitalTwin\DigitalTwin.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 3, 30
"c:\Users\a603\work\intelligent_traffic\frontend\src\pages\DigitalTwin\index.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 4, 1, 58
"c:\Users\a603\work\intelligent_traffic\frontend\src\pages\GPT\GPT.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 287, 20, 40, 347
"c:\Users\a603\work\intelligent_traffic\frontend\src\pages\GPT\index.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 210, 0, 1, 34, 245
"c:\Users\a603\work\intelligent_traffic\frontend\src\pages\JunctionLight\JunctionLight.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 2, 1, 42
"c:\Users\a603\work\intelligent_traffic\frontend\src\pages\JunctionLight\index.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 4, 2, 71
"c:\Users\a603\work\intelligent_traffic\frontend\src\pages\TrafficDetect\TrafficDetect.js", "JavaScript", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 1, 2, 38
"c:\Users\a603\work\intelligent_traffic\frontend\src\pages\TrafficDetect\index.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 4, 1, 58
"c:\Users\a603\work\intelligent_traffic\frontend\src\pages\TrafficFlow\TrafficFlow.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 3, 35
"c:\Users\a603\work\intelligent_traffic\frontend\src\pages\TrafficFlow\index.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 4, 1, 58
"c:\Users\a603\work\intelligent_traffic\frontend\src\parameterWebsocket.js", "JavaScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 1, 1, 20
